4598,2.103
4598.5,2.019
4599,2.025
4599.5,2.051
4600,2.052
4600.5,2.128
4601,2.262
4601.5,2.368
4602,2.32
4602.5,2.244
4603,2.221
4603.5,2.277
4604,2.266
4604.5,2.214
4605,2.19
4605.5,2.162
4606,2.181
4606.5,2.258
4607,2.337
4607.5,2.31
4608,2.254
4608.5,2.201
4609,2.185
4609.5,2.226
4610,2.25
4610.5,2.257
4611,2.275
4611.5,2.315
4612,2.363
4612.5,2.368
4613,2.33
4613.5,2.296
4614,2.309
4614.5,2.345
4615,2.361
4615.5,2.346
4616,2.358
4616.5,2.381
4617,2.398
4617.5,2.394
4618,2.337
4618.5,2.274
4619,2.267
4619.5,2.258
4620,2.263
4620.5,2.266
4621,2.273
4621.5,2.284
4622,2.304
4622.5,2.345
4623,2.401
4623.5,2.486
4624,2.516
4624.5,2.55
4625,2.598
4625.5,2.599
4626,2.525
4626.5,2.39
4627,2.331
4627.5,2.377
4628,2.545
4628.5,2.606
4629,2.56
4629.5,2.552
4630,2.55
4630.5,2.563
4631,2.587
4631.5,2.612
4632,2.619
4632.5,2.644
4633,2.664
4633.5,2.667
4634,2.653
4634.5,2.634
4635,2.627
4635.5,2.621
4636,2.622
4636.5,2.586
4637,2.592
4637.5,2.587
4638,2.59
4638.5,2.586
4639,2.614
4639.5,2.579
4640,2.52
4640.5,2.47
4641,2.49
4641.5,2.54
4642,2.567
4642.5,2.587
4643,2.62
4643.5,2.667
4644,2.675
4644.5,2.681
4645,2.687
4645.5,2.677
4646,2.637
4646.5,2.615
4647,2.622
4647.5,2.65
4648,2.657
4648.5,2.666
4649,2.658
4649.5,2.641
4650,2.642
4650.5,2.635
4651,2.636
4651.5,2.641
4652,2.636
4652.5,2.643
4653,2.643
4653.5,2.639
4654,2.609
4654.5,2.592
4655,2.589
4655.5,2.612
4656,2.641
4656.5,2.656
4657,2.669
4657.5,2.674
4658,2.678
4658.5,2.673
4659,2.67
4659.5,2.68
4660,2.678
4660.5,2.681
4661,2.667
4661.5,2.662
4662,2.662
4662.5,2.66
4663,2.653
4663.5,2.637
4664,2.635
4664.5,2.621
4665,2.615
4665.5,2.606
4666,2.598
4666.5,2.541
4667,2.463
4667.5,2.445
4668,2.509
4668.5,2.552
4669,2.561
4669.5,2.557
4670,2.553
4670.5,2.558
4671,2.555
4671.5,2.545
4672,2.542
4672.5,2.573
4673,2.621
4673.5,2.644
4674,2.632
4674.5,2.595
4675,2.565
4675.5,2.534
4676,2.529
4676.5,2.517
4677,2.51
4677.5,2.504
4678,2.504
4678.5,2.513
4679,2.518
4679.5,2.523
4680,2.512
4680.5,2.523
4681,2.551
4681.5,2.6
4682,2.62
4682.5,2.636
4683,2.633
4683.5,2.635
4684,2.632
4684.5,2.634
4685,2.649
4685.5,2.635
4686,2.639
4686.5,2.633
4687,2.627
4687.5,2.623
4688,2.627
4688.5,2.615
4689,2.594
4689.5,2.571
4690,2.565
4690.5,2.559
4691,2.537
4691.5,2.504
4692,2.496
4692.5,2.515
4693,2.525
4693.5,2.522
4694,2.479
4694.5,2.465
4695,2.45
4695.5,2.457
4696,2.475
4696.5,2.477
4697,2.466
4697.5,2.507
4698,2.587
4698.5,2.621
4699,2.621
4699.5,2.629
4700,2.619
4700.5,2.624
4701,2.616
4701.5,2.623
4702,2.618
4702.5,2.621
4703,2.607
4703.5,2.606
4704,2.633
4704.5,2.656
4705,2.655
4705.5,2.65
4706,2.596
4706.5,2.51
4707,2.49
4707.5,2.533
4708,2.617
4708.5,2.627
4709,2.596
4709.5,2.578
4710,2.579
4710.5,2.591
4711,2.594
4711.5,2.59
4712,2.602
4712.5,2.58
4713,2.584
4713.5,2.589
4714,2.597
4714.5,2.585
4715,2.564
4715.5,2.536
4716,2.528
4716.5,2.556
4717,2.589
4717.5,2.597
4718,2.594
4718.5,2.599
4719,2.603
4719.5,2.603
4720,2.589
4720.5,2.586
4721,2.587
4721.5,2.552
4722,2.479
4722.5,2.449
4723,2.444
4723.5,2.473
4724,2.46
4724.5,2.482
4725,2.513
4725.5,2.547
4726,2.529
4726.5,2.519
4727,2.492
4727.5,2.452
4728,2.44
4728.5,2.468
4729,2.479
4729.5,2.51
4730,2.551
4730.5,2.591
4731,2.595
4731.5,2.532
4732,2.388
4732.5,2.323
4733,2.292
4733.5,2.305
4734,2.309
4734.5,2.352
4735,2.38
4735.5,2.394
4736,2.402
4736.5,2.413
4737,2.425
4737.5,2.435
4738,2.392
4738.5,2.376
4739,2.394
4739.5,2.485
4740,2.563
4740.5,2.593
4741,2.621
4741.5,2.634
4742,2.635
4742.5,2.622
4743,2.594
4743.5,2.583
4744,2.579
4744.5,2.605
4745,2.646
4745.5,2.674
4746,2.665
4746.5,2.62
4747,2.609
4747.5,2.608
4748,2.646
4748.5,2.64
4749,2.647
4749.5,2.652
4750,2.649
4750.5,2.634
4751,2.622
4751.5,2.631
4752,2.639
4752.5,2.646
4753,2.615
4753.5,2.551
4754,2.488
4754.5,2.483
4755,2.548
4755.5,2.589
4756,2.641
4756.5,2.656
4757,2.649
4757.5,2.623
4758,2.571
4758.5,2.525
4759,2.529
4759.5,2.544
4760,2.525
4760.5,2.545
4761,2.52
4761.5,2.453
4762,2.374
4762.5,2.344
4763,2.357
4763.5,2.411
4764,2.492
4764.5,2.576
4765,2.612
4765.5,2.582
4766,2.581
4766.5,2.575
4767,2.574
4767.5,2.554
4768,2.577
4768.5,2.578
4769,2.55
4769.5,2.487
4770,2.477
4770.5,2.525
4771,2.554
4771.5,2.571
4772,2.586
4772.5,2.615
4773,2.619
4773.5,2.63
4774,2.625
4774.5,2.632
4775,2.634
4775.5,2.639
4776,2.641
4776.5,2.639
4777,2.643
4777.5,2.628
4778,2.607
4778.5,2.59
4779,2.566
4779.5,2.562
4780,2.603
4780.5,2.649
4781,2.654
4781.5,2.678
4782,2.682
4782.5,2.663
4783,2.619
4783.5,2.598
4784,2.59
4784.5,2.598
4785,2.595
4785.5,2.564
4786,2.542
4786.5,2.583
4787,2.596
4787.5,2.596
4788,2.607
4788.5,2.619
4789,2.625
4789.5,2.63
4790,2.639
4790.5,2.634
4791,2.641
4791.5,2.643
4792,2.634
4792.5,2.637
4793,2.634
4793.5,2.655
4794,2.664
4794.5,2.67
4795,2.668
4795.5,2.666
4796,2.662
4796.5,2.659
4797,2.659
4797.5,2.65
4798,2.654
4798.5,2.652
4799,2.653
4799.5,2.655
4800,2.654
4800.5,2.667
4801,2.668
4801.5,2.668
4802,2.664
4802.5,2.655
4803,2.652
4803.5,2.65
4804,2.649
4804.5,2.645
4805,2.653
4805.5,2.646
4806,2.647
4806.5,2.642
4807,2.645
4807.5,2.645
4808,2.636
4808.5,2.644
4809,2.639
4809.5,2.642
4810,2.638
4810.5,2.663
4811,2.659
4811.5,2.668
4812,2.658
4812.5,2.666
4813,2.664
4813.5,2.666
4814,2.677
4814.5,2.673
4815,2.668
4815.5,2.652
4816,2.656
4816.5,2.655
4817,2.661
4817.5,2.658
4818,2.662
4818.5,2.649
4819,2.649
4819.5,2.65
4820,2.651
4820.5,2.647
4821,2.636
4821.5,2.638
4822,2.641
4822.5,2.648
4823,2.649
4823.5,2.646
4824,2.65
4824.5,2.65
4825,2.659
4825.5,2.662
4826,2.63
4826.5,2.57
4827,2.541
4827.5,2.572
4828,2.608
4828.5,2.636
4829,2.635
4829.5,2.655
4830,2.643
4830.5,2.612
4831,2.6
4831.5,2.616
4832,2.637
4832.5,2.65
4833,2.656
4833.5,2.651
4834,2.665
4834.5,2.688
4835,2.689
4835.5,2.687
4836,2.672
4836.5,2.662
4837,2.662
4837.5,2.657
4838,2.651
4838.5,2.651
4839,2.643
4839.5,2.647
4840,2.652
4840.5,2.639
4841,2.632
4841.5,2.61
4842,2.635
4842.5,2.656
4843,2.678
4843.5,2.677
4844,2.674
4844.5,2.67
4845,2.667
4845.5,2.669
4846,2.666
4846.5,2.653
4847,2.652
4847.5,2.639
4848,2.618
4848.5,2.575
4849,2.58
4849.5,2.614
4850,2.63
4850.5,2.631
4851,2.643
4851.5,2.649
4852,2.658
4852.5,2.656
4853,2.661
4853.5,2.65
4854,2.634
4854.5,2.597
4855,2.585
4855.5,2.605
4856,2.62
4856.5,2.614
4857,2.615
4857.5,2.627
4858,2.626
4858.5,2.634
4859,2.641
4859.5,2.639
4860,2.618
4860.5,2.581
4861,2.561
4861.5,2.563
4862,2.508
4862.5,2.495
4863,2.561
4863.5,2.579
4864,2.605
4864.5,2.609
4865,2.614
4865.5,2.628
4866,2.636
4866.5,2.646
4867,2.596
4867.5,2.587
4868,2.545
4868.5,2.531
4869,2.555
4869.5,2.554
4870,2.47
4870.5,2.424
4871,2.484
4871.5,2.576
4872,2.609
4872.5,2.607
4873,2.585
4873.5,2.633
4874,2.655
4874.5,2.647
4875,2.641
4875.5,2.644
4876,2.641
4876.5,2.639
4877,2.641
4877.5,2.646
4878,2.631
4878.5,2.601
4879,2.557
4879.5,2.516
4880,2.542
4880.5,2.589
4881,2.637
4881.5,2.615
4882,2.571
4882.5,2.582
4883,2.625
4883.5,2.629
4884,2.595
4884.5,2.57
4885,2.578
4885.5,2.622
4886,2.626
4886.5,2.568
4887,2.545
4887.5,2.521
4888,2.528
4888.5,2.584
4889,2.611
4889.5,2.557
4890,2.496
4890.5,2.526
4891,2.628
4891.5,2.632
4892,2.536
4892.5,2.502
4893,2.55
4893.5,2.619
4894,2.569
4894.5,2.627
4895,2.623
4895.5,2.539
4896,2.47
4896.5,2.498
4897,2.573
4897.5,2.599
4898,2.426
4898.5,2.309
4899,2.286
4899.5,2.381
4900,2.433
4900.5,2.414
4901,2.385
4901.5,2.39
4902,2.387
4902.5,2.416
4903,2.433
4903.5,2.412
4904,2.39
4904.5,2.429
4905,2.433
4905.5,2.434
4906,2.412
4906.5,2.403
4907,2.4
4907.5,2.384
4908,2.368
4908.5,2.376
4909,2.404
4909.5,2.426
4910,2.428
4910.5,2.439
4911,2.431
4911.5,2.419
4912,2.414
4912.5,2.387
4913,2.35
4913.5,2.331
4914,2.331
4914.5,2.319
4915,2.336
4915.5,2.351
4916,2.329
4916.5,2.383
4917,2.528
4917.5,2.651
4918,2.642
4918.5,2.597
4919,2.555
4919.5,2.566
4920,2.583
4920.5,2.549
4921,2.52
4921.5,2.575
4922,2.634
4922.5,2.67
4923,2.672
4923.5,2.682
4924,2.677
4924.5,2.678
4925,2.68
4925.5,2.681
4926,2.662
4926.5,2.622
4927,2.557
4927.5,2.516
4928,2.531
4928.5,2.548
4929,2.502
4929.5,2.447
4930,2.464
4930.5,2.501
4931,2.52
4931.5,2.533
4932,2.61
4932.5,2.595
4933,2.508
4933.5,2.505
4934,2.516
4934.5,2.506
4935,2.537
4935.5,2.576
4936,2.551
4936.5,2.504
4937,2.49
4937.5,2.516
4938,2.518
4938.5,2.476
4939,2.448
4939.5,2.475
4940,2.485
4940.5,2.444
4941,2.491
4941.5,2.511
4942,2.5
4942.5,2.491
4943,2.504
4943.5,2.497
4944,2.507
4944.5,2.508
4945,2.437
4945.5,2.335
4946,2.306
4946.5,2.327
4947,2.367
4947.5,2.392
4948,2.416
4948.5,2.457
4949,2.534
4949.5,2.556
4950,2.578
4950.5,2.582
4951,2.557
4951.5,2.508
4952,2.469
4952.5,2.468
4953,2.561
4953.5,2.612
4954,2.554
4954.5,2.495
4955,2.523
4955.5,2.619
4956,2.632
4956.5,2.644
4957,2.631
4957.5,2.623
4958,2.623
4958.5,2.634
4959,2.631
4959.5,2.638
4960,2.651
4960.5,2.661
4961,2.655
4961.5,2.649
4962,2.655
4962.5,2.662
4963,2.668
4963.5,2.665
4964,2.665
4964.5,2.669
4965,2.677
4965.5,2.674
4966,2.672
4966.5,2.677
4967,2.686
4967.5,2.69
4968,2.676
4968.5,2.656
4969,2.651
4969.5,2.642
4970,2.64
4970.5,2.64
4971,2.646
4971.5,2.651
4972,2.661
4972.5,2.676
4973,2.685
4973.5,2.67
4974,2.673
4974.5,2.665
4975,2.678
4975.5,2.666
4976,2.663
